trace,fixture,config,waste,h,issued,useful,useful_miss,share_issued,share_useful_miss,total_issued,total_useful_miss,scored_misses
xz,h32,h32/best-ev-w0.05,0.050,16,35887,27137,4,0.030767,0.005464,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,17,35558,26618,5,0.030484,0.006831,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,18,35266,26896,2,0.030234,0.002732,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,19,35024,26454,14,0.030027,0.019126,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,20,34687,26125,2,0.029738,0.002732,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,21,34415,25144,5,0.029505,0.006831,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,22,34210,25056,7,0.029329,0.009563,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,23,33903,25107,6,0.029066,0.008197,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,24,33805,25371,13,0.028982,0.017760,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,25,33486,25023,2,0.028708,0.002732,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,26,33293,25407,12,0.028543,0.016393,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,27,33027,25176,9,0.028315,0.012295,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,28,32852,24867,10,0.028165,0.013661,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,29,32574,24036,1,0.027926,0.001366,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,30,32473,23632,18,0.027840,0.024590,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,31,32219,23296,12,0.027622,0.016393,1166431,732,41473
xz,h32,h32/best-ev-w0.05,0.050,32,32007,23063,4,0.027440,0.005464,1166431,732,41473
xz,coarse,coarse/best-ev-w0.05,0.050,1,102770,82308,114,0.173454,0.177019,592490,644,41473
xz,coarse,coarse/best-ev-w0.05,0.050,2,100941,82039,59,0.170367,0.091615,592490,644,41473
xz,coarse,coarse/best-ev-w0.05,0.050,4,99448,79594,256,0.167848,0.397516,592490,644,41473
xz,coarse,coarse/best-ev-w0.05,0.050,8,97650,78157,100,0.164813,0.155280,592490,644,41473
xz,coarse,coarse/best-ev-w0.05,0.050,16,96463,75762,55,0.162809,0.085404,592490,644,41473
xz,coarse,coarse/best-ev-w0.05,0.050,32,95218,70595,60,0.160708,0.093168,592490,644,41473
xz,h32,h32/best-ev-w0.25,0.250,1,28462,22513,30,0.040527,0.043228,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,2,27686,22217,123,0.039422,0.177233,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,3,26804,20511,8,0.038166,0.011527,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,4,26353,20764,250,0.037524,0.360231,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,5,25480,19602,3,0.036281,0.004323,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,6,25033,19621,82,0.035645,0.118156,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,7,24469,18970,3,0.034841,0.004323,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,8,24021,18819,5,0.034204,0.007205,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,9,23602,18538,8,0.033607,0.011527,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,10,23252,18092,8,0.033109,0.011527,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,11,22945,17696,15,0.032671,0.021614,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,12,22649,17358,24,0.032250,0.034582,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,13,22310,16735,12,0.031767,0.017291,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,14,22018,16735,15,0.031351,0.021614,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,15,21708,16507,2,0.030910,0.002882,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,16,21453,16537,7,0.030547,0.010086,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,17,21180,16186,10,0.030158,0.014409,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,18,20917,16265,5,0.029784,0.007205,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,19,20705,15982,10,0.029482,0.014409,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,20,20464,15683,3,0.029139,0.004323,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,21,20236,15076,1,0.028814,0.001441,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,22,20045,14941,9,0.028542,0.012968,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,23,19824,14920,2,0.028227,0.002882,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,24,19674,14778,8,0.028014,0.011527,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,25,19487,14698,11,0.027748,0.015850,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,26,19322,14863,11,0.027513,0.015850,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,27,19110,14697,3,0.027211,0.004323,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,28,18950,14478,7,0.026983,0.010086,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,29,18775,13961,2,0.026734,0.002882,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,30,18634,13722,12,0.026533,0.017291,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,31,18437,13423,2,0.026252,0.002882,702296,694,41473
xz,h32,h32/best-ev-w0.25,0.250,32,18291,13313,3,0.026045,0.004323,702296,694,41473
xz,coarse,coarse/best-ev-w0.25,0.250,1,43628,35033,118,0.177185,0.200000,246228,590,41473
xz,coarse,coarse/best-ev-w0.25,0.250,2,42389,34598,43,0.172153,0.072881,246228,590,41473
xz,coarse,coarse/best-ev-w0.25,0.250,4,41517,33342,249,0.168612,0.422034,246228,590,41473
xz,coarse,coarse/best-ev-w0.25,0.250,8,40429,32599,101,0.164193,0.171186,246228,590,41473
xz,coarse,coarse/best-ev-w0.25,0.250,16,39534,31127,41,0.160559,0.069492,246228,590,41473
xz,coarse,coarse/best-ev-w0.25,0.250,32,38731,28687,38,0.157297,0.064407,246228,590,41473
xz,h32,h32/best-ev-w1.00,1.000,1,13755,10924,30,0.045853,0.049834,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,2,13215,10719,124,0.044053,0.205980,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,3,12548,9645,2,0.041829,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,4,12290,9808,243,0.040969,0.403654,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,5,11623,9043,1,0.038746,0.001661,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,6,11333,8963,79,0.037779,0.131229,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,7,10916,8557,0,0.036389,0.000000,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,8,10618,8395,2,0.035396,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,9,10362,8255,7,0.034542,0.011628,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,10,10107,7983,8,0.033692,0.013289,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,11,9881,7718,8,0.032939,0.013289,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,12,9679,7474,10,0.032265,0.016611,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,13,9496,7203,17,0.031655,0.028239,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,14,9297,7167,7,0.030992,0.011628,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,15,9127,6977,2,0.030425,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,16,8961,6979,1,0.029872,0.001661,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,17,8803,6815,2,0.029345,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,18,8634,6787,1,0.028782,0.001661,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,19,8514,6601,5,0.028382,0.008306,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,20,8369,6507,2,0.027898,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,21,8255,6248,3,0.027518,0.004983,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,22,8135,6172,2,0.027118,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,23,8022,6050,5,0.026742,0.008306,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,24,7930,6017,5,0.026435,0.008306,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,25,7817,5976,5,0.026058,0.008306,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,26,7743,5970,7,0.025812,0.011628,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,27,7634,5987,2,0.025448,0.003322,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,28,7552,5823,7,0.025175,0.011628,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,29,7466,5619,1,0.024888,0.001661,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,30,7371,5517,3,0.024572,0.004983,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,31,7294,5389,5,0.024315,0.008306,299981,602,41473
xz,h32,h32/best-ev-w1.00,1.000,32,7234,5342,6,0.024115,0.009967,299981,602,41473
xz,coarse,coarse/best-ev-w1.00,1.000,1,13969,11184,117,0.181437,0.224138,76991,522,41473
xz,coarse,coarse/best-ev-w1.00,1.000,2,13383,10899,48,0.173826,0.091954,76991,522,41473
xz,coarse,coarse/best-ev-w1.00,1.000,4,13117,10482,242,0.170371,0.463602,76991,522,41473
xz,coarse,coarse/best-ev-w1.00,1.000,8,12550,10129,96,0.163006,0.183908,76991,522,41473
xz,coarse,coarse/best-ev-w1.00,1.000,16,12154,9577,13,0.157863,0.024904,76991,522,41473
xz,coarse,coarse/best-ev-w1.00,1.000,32,11818,8718,6,0.153498,0.011494,76991,522,41473
xz,h32,h32/best-ev-w4.00,4.000,1,13755,10924,30,0.045855,0.050505,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,2,13210,10718,124,0.044038,0.208754,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,3,12546,9644,2,0.041825,0.003367,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,4,12287,9807,243,0.040961,0.409091,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,5,11623,9042,1,0.038748,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,6,11333,8962,79,0.037781,0.132997,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,7,10917,8559,1,0.036394,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,8,10616,8393,1,0.035391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,9,10358,8252,7,0.034531,0.011785,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,10,10102,7984,8,0.033677,0.013468,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,11,9878,7716,6,0.032931,0.010101,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,12,9679,7474,10,0.032267,0.016835,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,13,9486,7200,17,0.031624,0.028620,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,14,9295,7168,8,0.030987,0.013468,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,15,9127,6979,2,0.030427,0.003367,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,16,8966,6982,2,0.029890,0.003367,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,17,8806,6818,2,0.029357,0.003367,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,18,8638,6790,1,0.028797,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,19,8514,6601,3,0.028383,0.005051,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,20,8374,6509,2,0.027917,0.003367,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,21,8259,6251,4,0.027533,0.006734,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,22,8151,6182,10,0.027173,0.016835,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,23,8026,6053,2,0.026756,0.003367,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,24,7933,6023,5,0.026446,0.008418,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,25,7817,5976,5,0.026060,0.008418,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,26,7739,5969,6,0.025800,0.010101,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,27,7633,5986,1,0.025446,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,28,7546,5819,5,0.025156,0.008418,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,29,7466,5620,1,0.024890,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,30,7369,5519,3,0.024566,0.005051,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,31,7291,5387,1,0.024306,0.001684,299965,594,41473
xz,h32,h32/best-ev-w4.00,4.000,32,7225,5338,2,0.024086,0.003367,299965,594,41473
xz,coarse,coarse/best-ev-w4.00,4.000,1,13969,11184,117,0.181526,0.233533,76953,501,41473
xz,coarse,coarse/best-ev-w4.00,4.000,2,13361,10878,34,0.173625,0.067864,76953,501,41473
xz,coarse,coarse/best-ev-w4.00,4.000,4,13117,10482,242,0.170455,0.483034,76953,501,41473
xz,coarse,coarse/best-ev-w4.00,4.000,8,12550,10129,96,0.163087,0.191617,76953,501,41473
xz,coarse,coarse/best-ev-w4.00,4.000,16,12145,9568,7,0.157824,0.013972,76953,501,41473
xz,coarse,coarse/best-ev-w4.00,4.000,32,11811,8711,5,0.153483,0.009980,76953,501,41473
xz,h32,h32/best-ev-w16.00,16.000,1,13755,10924,30,0.045855,0.050505,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,2,13210,10718,124,0.044038,0.208754,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,3,12546,9644,2,0.041825,0.003367,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,4,12287,9807,243,0.040961,0.409091,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,5,11623,9042,1,0.038748,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,6,11333,8962,79,0.037781,0.132997,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,7,10916,8558,1,0.036391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,8,10616,8393,1,0.035391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,9,10358,8252,7,0.034531,0.011785,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,10,10101,7984,8,0.033674,0.013468,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,11,9878,7716,6,0.032931,0.010101,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,12,9679,7474,10,0.032267,0.016835,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,13,9486,7200,17,0.031624,0.028620,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,14,9295,7168,8,0.030987,0.013468,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,15,9127,6979,2,0.030427,0.003367,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,16,8966,6982,2,0.029890,0.003367,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,17,8807,6819,3,0.029360,0.005051,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,18,8639,6791,1,0.028800,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,19,8514,6601,3,0.028383,0.005051,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,20,8374,6509,2,0.027917,0.003367,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,21,8259,6251,4,0.027533,0.006734,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,22,8150,6181,9,0.027170,0.015152,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,23,8027,6054,2,0.026760,0.003367,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,24,7933,6023,5,0.026446,0.008418,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,25,7817,5976,5,0.026060,0.008418,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,26,7739,5969,6,0.025800,0.010101,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,27,7633,5986,1,0.025446,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,28,7546,5819,5,0.025156,0.008418,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,29,7466,5620,1,0.024890,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,30,7369,5519,3,0.024566,0.005051,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,31,7291,5387,1,0.024306,0.001684,299965,594,41473
xz,h32,h32/best-ev-w16.00,16.000,32,7225,5338,2,0.024086,0.003367,299965,594,41473
xz,coarse,coarse/best-ev-w16.00,16.000,1,13969,11184,117,0.181526,0.233533,76953,501,41473
xz,coarse,coarse/best-ev-w16.00,16.000,2,13361,10878,34,0.173625,0.067864,76953,501,41473
xz,coarse,coarse/best-ev-w16.00,16.000,4,13117,10482,242,0.170455,0.483034,76953,501,41473
xz,coarse,coarse/best-ev-w16.00,16.000,8,12550,10129,96,0.163087,0.191617,76953,501,41473
xz,coarse,coarse/best-ev-w16.00,16.000,16,12145,9568,7,0.157824,0.013972,76953,501,41473
xz,coarse,coarse/best-ev-w16.00,16.000,32,11811,8711,5,0.153483,0.009980,76953,501,41473
xz,h32,h32/best-ev-w64.00,64.000,1,13755,10924,30,0.045855,0.050505,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,2,13210,10718,124,0.044038,0.208754,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,3,12546,9644,2,0.041825,0.003367,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,4,12161,9682,118,0.040541,0.198653,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,5,11749,9167,126,0.039168,0.212121,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,6,11333,8962,79,0.037781,0.132997,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,7,10916,8558,1,0.036391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,8,10616,8393,1,0.035391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,9,10358,8252,7,0.034531,0.011785,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,10,10101,7984,8,0.033674,0.013468,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,11,9878,7716,6,0.032931,0.010101,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,12,9679,7474,10,0.032267,0.016835,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,13,9486,7200,17,0.031624,0.028620,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,14,9295,7168,8,0.030987,0.013468,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,15,9127,6979,2,0.030427,0.003367,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,16,8966,6982,2,0.029890,0.003367,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,17,8807,6819,3,0.029360,0.005051,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,18,8639,6791,1,0.028800,0.001684,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,19,8514,6601,3,0.028383,0.005051,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,20,8374,6509,2,0.027917,0.003367,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,21,8259,6251,4,0.027533,0.006734,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,22,8150,6181,9,0.027170,0.015152,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,23,8027,6054,2,0.026760,0.003367,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,24,7933,6023,5,0.026446,0.008418,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,25,7817,5976,5,0.026060,0.008418,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,26,7739,5969,6,0.025800,0.010101,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,27,7633,5986,1,0.025446,0.001684,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,28,7546,5819,5,0.025156,0.008418,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,29,7466,5620,1,0.024890,0.001684,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,30,7369,5519,3,0.024566,0.005051,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,31,7291,5387,1,0.024306,0.001684,299965,594,41473
xz,h32,h32/best-ev-w64.00,64.000,32,7225,5338,2,0.024086,0.003367,299965,594,41473
xz,coarse,coarse/best-ev-w64.00,64.000,1,13969,11184,117,0.181524,0.233533,76954,501,41473
xz,coarse,coarse/best-ev-w64.00,64.000,2,13362,10879,35,0.173636,0.069860,76954,501,41473
xz,coarse,coarse/best-ev-w64.00,64.000,4,12991,10357,117,0.168815,0.233533,76954,501,41473
xz,coarse,coarse/best-ev-w64.00,64.000,8,12676,10253,220,0.164722,0.439122,76954,501,41473
xz,coarse,coarse/best-ev-w64.00,64.000,16,12145,9568,7,0.157822,0.013972,76954,501,41473
xz,coarse,coarse/best-ev-w64.00,64.000,32,11811,8711,5,0.153481,0.009980,76954,501,41473
xz,h32,h32/best-ev-w256.00,256.000,1,13755,10924,30,0.045855,0.050505,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,2,13210,10718,124,0.044038,0.208754,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,3,12546,9644,2,0.041825,0.003367,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,4,12161,9682,118,0.040541,0.198653,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,5,11749,9167,126,0.039168,0.212121,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,6,11333,8962,79,0.037781,0.132997,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,7,10916,8558,1,0.036391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,8,10616,8393,1,0.035391,0.001684,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,9,10358,8252,7,0.034531,0.011785,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,10,10101,7984,8,0.033674,0.013468,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,11,9878,7716,6,0.032931,0.010101,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,12,9679,7474,10,0.032267,0.016835,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,13,9486,7200,17,0.031624,0.028620,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,14,9295,7168,8,0.030987,0.013468,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,15,9127,6979,2,0.030427,0.003367,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,16,8966,6982,2,0.029890,0.003367,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,17,8807,6819,3,0.029360,0.005051,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,18,8639,6791,1,0.028800,0.001684,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,19,8514,6601,3,0.028383,0.005051,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,20,8374,6509,2,0.027917,0.003367,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,21,8259,6251,4,0.027533,0.006734,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,22,8150,6181,9,0.027170,0.015152,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,23,8027,6054,2,0.026760,0.003367,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,24,7933,6023,5,0.026446,0.008418,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,25,7817,5976,5,0.026060,0.008418,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,26,7739,5969,6,0.025800,0.010101,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,27,7633,5986,1,0.025446,0.001684,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,28,7546,5819,5,0.025156,0.008418,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,29,7466,5620,1,0.024890,0.001684,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,30,7369,5519,3,0.024566,0.005051,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,31,7291,5387,1,0.024306,0.001684,299965,594,41473
xz,h32,h32/best-ev-w256.00,256.000,32,7225,5338,2,0.024086,0.003367,299965,594,41473
xz,coarse,coarse/best-ev-w256.00,256.000,1,13969,11184,117,0.181524,0.233533,76954,501,41473
xz,coarse,coarse/best-ev-w256.00,256.000,2,13362,10879,35,0.173636,0.069860,76954,501,41473
xz,coarse,coarse/best-ev-w256.00,256.000,4,12991,10357,117,0.168815,0.233533,76954,501,41473
xz,coarse,coarse/best-ev-w256.00,256.000,8,12676,10253,220,0.164722,0.439122,76954,501,41473
xz,coarse,coarse/best-ev-w256.00,256.000,16,12145,9568,7,0.157822,0.013972,76954,501,41473
xz,coarse,coarse/best-ev-w256.00,256.000,32,11811,8711,5,0.153481,0.009980,76954,501,41473
awkhash,coarse,coarse/conditional-w0.05,0.050,1,16298,11348,310,0.225809,0.295802,72176,1048,56090
awkhash,coarse,coarse/conditional-w0.05,0.050,2,15372,9868,245,0.212979,0.233779,72176,1048,56090
awkhash,coarse,coarse/conditional-w0.05,0.050,4,10877,6295,225,0.150701,0.214695,72176,1048,56090
awkhash,coarse,coarse/conditional-w0.05,0.050,8,10180,6003,96,0.141044,0.091603,72176,1048,56090
awkhash,coarse,coarse/conditional-w0.05,0.050,16,9953,5793,162,0.137899,0.154580,72176,1048,56090
awkhash,coarse,coarse/conditional-w0.05,0.050,32,9496,6015,10,0.131567,0.009542,72176,1048,56090
awkhash,h32,h32/conditional-w0.05,0.050,1,6929,4722,275,0.094978,0.186694,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,2,6216,3930,190,0.085204,0.128988,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,3,5852,3445,110,0.080215,0.074678,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,4,5732,3276,151,0.078570,0.102512,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,5,5367,3031,66,0.073567,0.044807,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,6,5114,2982,31,0.070099,0.021045,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,7,4983,3017,53,0.068303,0.035981,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,8,4814,2809,24,0.065987,0.016293,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,9,4695,2779,24,0.064356,0.016293,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,10,5576,3169,357,0.076432,0.242363,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,11,4525,2631,50,0.062025,0.033944,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,12,4318,2590,5,0.059188,0.003394,72954,1473,56090
awkhash,h32,h32/conditional-w0.05,0.050,13,4623,2801,136,0.063369,0.092329,72954,1473,56090
