phase,trace,config,context,learner,window,waste,eval_begin,eval_end,accuracy,coverage,net_per_1k,strict_acc,strict_cov,strict_net_per_1k,mean_lead_data,mean_lead_total,issued,useful,useful_miss,scored_refs,scored_misses,action_rate,self_issued,self_useful,dedup_suppressed,state_bytes,table_bytes,update_ops,ns_per_ref,inserts,evictions,unresolved
C-tau,awkhash,tau{4|16|64|256},tau{4|16|64|256},counts-eu,32,0.250,0.2000,1.0000,0.977386,0.745405,741.093,0.000313,0.014584,-190.365,1.222,4.5,2615843,2556688,818,3429933,56090,0.762651,1316229,1278096,75432,137,457179136,374802688,123.29,46191,0,1
C-tau,awkhash,tau{2|4|8|16|32|64},tau{2|4|8|16|32|64},counts-eu,32,0.250,0.2000,1.0000,0.980257,0.756703,752.893,0.000368,0.017365,-192.631,1.225,4.6,2647715,2595442,974,3429933,56090,0.771944,1320713,1289310,57832,201,457179136,562204032,148.14,30710,0,1
C-tau,awkhash,tau{1|4|16|64|256|1024},tau{1|4|16|64|256|1024},counts-eu,32,0.250,0.2000,1.0000,0.977133,0.744143,739.789,0.000301,0.014031,-190.102,1.180,4.3,2612089,2552359,787,3429933,56090,0.761557,1284897,1247117,69583,201,457179136,562204032,153.72,65979,0,1
C-heads,awkhash,heads-1,heads-1,counts-eu,32,0.250,0.2000,1.0000,0.829372,0.556176,527.570,0.000447,0.018310,-167.275,2.748,10.4,2300108,1907646,1027,3429933,56090,0.670599,1761355,1521240,135540,25,457179136,46850336,43.04,1577,0,6
C-heads,awkhash,heads-2,heads-2,counts-eu,32,0.250,0.2000,1.0000,0.920460,0.678395,663.739,0.000577,0.026012,-183.723,1.747,6.8,2527919,2326849,1459,3429933,56090,0.737017,1460772,1369772,182023,41,457179136,93700672,56.71,8302,0,5
C-heads,awkhash,heads-4,heads-4,counts-eu,32,0.250,0.2000,1.0000,0.959862,0.742902,735.136,0.000354,0.016741,-193.150,1.346,5.0,2654656,2548104,939,3429933,56090,0.773967,1389384,1329970,108908,73,457179136,187401344,78.70,22869,0,4
C-heads,awkhash,heads-8,heads-8,counts-eu,32,0.250,0.2000,1.0000,0.972641,0.751899,746.612,0.000356,0.016830,-192.918,1.228,4.6,2651505,2578963,944,3429933,56090,0.773049,1342615,1296723,51250,137,457179136,374802688,129.86,36080,0,2
C-heads,awkhash,heads-16,heads-16,counts-eu,32,0.250,0.2000,1.0000,0.979708,0.757328,753.406,0.000310,0.014637,-192.954,1.147,4.2,2651386,2597583,821,3429933,56090,0.773014,1301663,1268297,45839,265,457179136,749605376,197.68,51710,0,1
C-heads,awkhash,heads-32,heads-32,counts-eu,32,0.250,0.2000,1.0000,0.982894,0.751239,747.971,0.000305,0.014245,-190.787,1.086,3.9,2621545,2576700,799,3429933,56090,0.764314,1255697,1232794,26102,521,457179136,1499210752,336.78,86024,0,1
C-heads,awkhash,heads-64,heads-64,counts-eu,32,0.250,0.2000,1.0000,0.982017,0.729297,725.958,0.000295,0.013389,-185.389,1.067,3.8,2547246,2501439,751,3429933,56090,0.742652,1213760,1194496,20667,1033,457179136,2998421504,611.01,140001,0,0
C-quant,awkhash,quant-sign,quant-sign,counts-eu,32,0.250,0.2000,1.0000,0.967765,0.745051,738.847,0.000402,0.018916,-192.080,1.276,4.7,2640595,2555475,1061,3429933,56090,0.769868,1366858,1314196,89107,137,457179136,374802688,91.51,26828,0,2
C-quant,awkhash,quant-ternary,quant-ternary,counts-eu,32,0.250,0.2000,1.0000,0.972641,0.751899,746.612,0.000356,0.016830,-192.918,1.228,4.6,2651505,2578963,944,3429933,56090,0.773049,1342615,1296723,51250,137,457179136,374802688,120.68,36080,0,2
C-quant,awkhash,quant-2-bit,quant-2-bit,counts-eu,32,0.250,0.2000,1.0000,0.978974,0.760162,756.080,0.000380,0.018042,-193.753,1.168,4.2,2663302,2607304,1012,3429933,56090,0.776488,1310978,1276002,51143,137,457179136,374802688,106.25,37011,0,2
C-quant,awkhash,quant-3-bit,quant-3-bit,counts-eu,32,0.250,0.2000,1.0000,0.983856,0.760912,757.790,0.000319,0.015065,-193.042,1.067,3.8,2652703,2609877,845,3429933,56090,0.773398,1262053,1240258,23343,137,457179136,374802688,112.04,57365,0,1
C-quant,awkhash,quant-int8,quant-int8,counts-eu,32,0.250,0.2000,1.0000,0.979065,0.612608,609.333,0.000250,0.009556,-156.232,1.042,3.7,2146135,2101205,536,3429933,56090,0.625708,1047232,1036271,12894,137,457179136,374802688,149.63,437086,0,0
C-quant,awkhash,quant-float,quant-float,counts-eu,32,0.250,0.2000,1.0000,0.888486,0.013018,12.609,0.000060,0.000053,-3.662,1.062,3.3,50254,44650,3,3429933,56090,0.014652,20848,20672,4292,137,457179136,374802688,165.29,3308166,229189,0
C-thresh,awkhash,ternary-thresh-0.05,ternary-thresh-0.05,counts-eu,32,0.250,0.2000,1.0000,0.973957,0.752541,747.511,0.000396,0.018702,-192.784,1.306,4.9,2650185,2581166,1049,3429933,56090,0.772664,1343552,1295816,70061,137,457179136,374802688,126.71,41470,0,1
C-thresh,awkhash,ternary-thresh-0.10,ternary-thresh-0.10,counts-eu,32,0.250,0.2000,1.0000,0.980779,0.752756,749.068,0.000360,0.016919,-191.531,1.226,4.6,2632504,2581904,949,3429933,56090,0.767509,1317368,1282881,89708,137,457179136,374802688,128.83,40233,0,2
C-thresh,awkhash,ternary-thresh-0.20,ternary-thresh-0.20,counts-eu,32,0.250,0.2000,1.0000,0.972641,0.751899,746.612,0.000356,0.016830,-192.918,1.228,4.6,2651505,2578963,944,3429933,56090,0.773049,1342615,1296723,51250,137,457179136,374802688,126.12,36080,0,2
C-thresh,awkhash,ternary-thresh-0.35,ternary-thresh-0.35,counts-eu,32,0.250,0.2000,1.0000,0.971330,0.752833,747.278,0.000362,0.017151,-193.413,1.245,4.5,2658384,2582167,962,3429933,56090,0.775054,1332201,1285911,57688,137,457179136,374802688,119.35,28777,0,2
C-thresh,awkhash,ternary-thresh-0.50,ternary-thresh-0.50,counts-eu,32,0.250,0.2000,1.0000,0.965631,0.751000,744.317,0.000364,0.017311,-194.079,1.314,4.8,2667561,2575879,971,3429933,56090,0.777730,1354516,1311412,79375,137,457179136,374802688,109.71,21843,0,2
C-int,awkhash,integer-q8.8-shift,integer-q8.8-shift,counts-eu,32,0.250,0.2000,1.0000,0.977810,0.756472,752.180,0.000377,0.017828,-193.045,1.173,4.2,2653532,2594649,1000,3429933,56090,0.773640,1295093,1258969,57373,73,457179136,374802688,129.32,34881,0,2
C-tau,gcc,tau{1|2|4|8},tau{1|2|4|8},counts-eu,32,0.250,0.2000,1.0000,0.885903,0.667624,646.128,0.003641,0.263077,-184.972,1.854,7.0,2388255,2115762,8696,3169092,33055,0.753609,1444587,1366620,179121,137,457179136,385236352,103.11,40065,0,2
C-tau,gcc,tau{2|8|32|128},tau{2|8|32|128},counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,112.96,174934,0,1
C-tau,gcc,tau{4|16|64|256},tau{4|16|64|256},counts-eu,32,0.250,0.2000,1.0000,0.932383,0.698719,686.051,0.003876,0.278445,-183.717,1.329,5.3,2374889,2214306,9204,3169092,33055,0.749391,1220935,1183547,90847,137,457179136,385236352,116.19,229925,0,1
C-tau,gcc,tau{2|4|8|16|32|64},tau{2|4|8|16|32|64},counts-eu,32,0.250,0.2000,1.0000,0.929281,0.714057,700.472,0.004094,0.301619,-188.167,1.308,5.1,2435123,2262913,9970,3169092,33055,0.768398,1238659,1207525,104365,201,457179136,577854528,133.38,155207,0,1
C-tau,gcc,tau{1|4|16|64|256|1024},tau{1|4|16|64|256|1024},counts-eu,32,0.250,0.2000,1.0000,0.942410,0.669530,659.302,0.003597,0.244986,-174.417,1.275,5.0,2251465,2121803,8098,3169092,33055,0.710445,1138625,1110813,72912,201,457179136,577854528,139.88,345330,0,1
C-heads,gcc,heads-1,heads-1,counts-eu,32,0.250,0.2000,1.0000,0.823291,0.564897,534.585,0.000185,0.012162,-171.378,3.721,15.0,2174459,1790212,402,3169092,33055,0.686146,2024998,1715789,51679,25,457179136,48154544,41.27,2069,0,6
C-heads,gcc,heads-2,heads-2,counts-eu,32,0.250,0.2000,1.0000,0.834398,0.595753,566.193,0.002752,0.188413,-176.041,2.763,10.7,2262705,1887996,6228,3169092,33055,0.713992,1707418,1516466,185157,41,457179136,96309088,56.57,16120,0,4
C-heads,gcc,heads-4,heads-4,counts-eu,32,0.250,0.2000,1.0000,0.902228,0.700474,681.497,0.003883,0.289064,-190.327,1.573,6.0,2460427,2219866,9555,3169092,33055,0.776382,1351920,1291912,152053,73,457179136,192618176,78.09,85200,0,2
C-heads,gcc,heads-8,heads-8,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,112.73,174934,0,1
C-heads,gcc,heads-16,heads-16,counts-eu,32,0.250,0.2000,1.0000,0.941032,0.691777,680.940,0.003890,0.274179,-180.207,1.264,5.0,2329683,2192306,9063,3169092,33055,0.735126,1171100,1142658,77105,265,457179136,770472704,181.03,267952,0,2
C-heads,gcc,heads-32,heads-32,counts-eu,32,0.250,0.2000,1.0000,0.952644,0.671717,663.370,0.003807,0.257359,-172.922,1.157,4.6,2234553,2128734,8507,3169092,33055,0.705108,1088139,1066636,56521,521,457179136,1540945408,298.90,382614,0,1
C-heads,gcc,heads-64,heads-64,counts-eu,32,0.250,0.2000,1.0000,0.957056,0.644741,637.509,0.003647,0.235547,-165.347,1.110,4.5,2134928,2043245,7786,3169092,33055,0.673672,1028577,1009160,43377,1033,457179136,3081890816,549.31,510884,0,0
C-quant,gcc,quant-sign,quant-sign,counts-eu,32,0.250,0.2000,1.0000,0.911152,0.699684,682.627,0.003915,0.288217,-188.220,1.546,6.0,2433584,2217364,9527,3169092,33055,0.767912,1323064,1263017,146843,137,457179136,385236352,92.69,121569,0,1
C-quant,gcc,quant-ternary,quant-ternary,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,113.57,174934,0,1
C-quant,gcc,quant-2-bit,quant-2-bit,counts-eu,32,0.250,0.2000,1.0000,0.931037,0.710707,697.546,0.004167,0.304977,-186.861,1.308,5.1,2419127,2252296,10081,3169092,33055,0.763350,1238654,1203293,94576,137,457179136,385236352,106.85,180491,0,1
C-quant,gcc,quant-3-bit,quant-3-bit,counts-eu,32,0.250,0.2000,1.0000,0.943974,0.693559,683.268,0.003912,0.275541,-180.088,1.199,4.8,2328404,2197952,9108,3169092,33055,0.734723,1154789,1129594,69941,137,457179136,385236352,110.51,275446,0,1
C-quant,gcc,quant-int8,quant-int8,counts-eu,32,0.250,0.2000,1.0000,0.964964,0.545231,540.281,0.002767,0.149871,-139.303,1.070,4.3,1790623,1727886,4954,3169092,33055,0.565027,832811,820293,29998,137,457179136,385236352,130.70,940375,26,0
C-quant,gcc,quant-float,quant-float,counts-eu,32,0.250,0.2000,1.0000,0.967918,0.190983,189.401,0.001684,0.031856,-48.913,1.039,4.6,625304,605243,1053,3169092,33055,0.197313,260157,258255,10003,137,457179136,385236352,146.84,2421384,27693,0
C-thresh,gcc,ternary-thresh-0.05,ternary-thresh-0.05,counts-eu,32,0.250,0.2000,1.0000,0.927369,0.696909,683.264,0.003910,0.281682,-184.200,1.339,5.2,2381544,2208570,9311,3169092,33055,0.751491,1222469,1187034,103541,137,457179136,385236352,117.99,192638,0,1
C-thresh,gcc,ternary-thresh-0.10,ternary-thresh-0.10,counts-eu,32,0.250,0.2000,1.0000,0.930997,0.703953,690.910,0.003744,0.271426,-185.493,1.289,5.0,2396240,2230893,8972,3169092,33055,0.756128,1216347,1183167,89834,137,457179136,385236352,118.74,194138,0,2
C-thresh,gcc,ternary-thresh-0.20,ternary-thresh-0.20,counts-eu,32,0.250,0.2000,1.0000,0.925329,0.702767,688.589,0.004029,0.293360,-186.045,1.350,5.3,2406855,2227133,9697,3169092,33055,0.759478,1245465,1205938,100959,137,457179136,385236352,112.16,174934,0,1
C-thresh,gcc,ternary-thresh-0.35,ternary-thresh-0.35,counts-eu,32,0.250,0.2000,1.0000,0.916001,0.712178,695.851,0.003899,0.290607,-190.583,1.485,5.7,2463926,2256959,9606,3169092,33055,0.777486,1316238,1256677,118593,137,457179136,385236352,108.18,133102,0,1
C-thresh,gcc,ternary-thresh-0.50,ternary-thresh-0.50,counts-eu,32,0.250,0.2000,1.0000,0.908970,0.712349,694.514,0.003614,0.271547,-192.382,1.525,5.9,2483581,2257500,8976,3169092,33055,0.783689,1355483,1289766,132356,137,457179136,385236352,104.06,96644,0,1
C-int,gcc,integer-q8.8-shift,integer-q8.8-shift,counts-eu,32,0.250,0.2000,1.0000,0.921483,0.701071,686.137,0.003943,0.287642,-186.451,1.371,5.4,2411067,2221758,9508,3169092,33055,0.760807,1254866,1217626,109481,73,457179136,385236352,114.12,165132,0,1
C-tau,python,tau{1|2|4|8},tau{1|2|4|8},counts-eu,32,0.250,0.2000,1.0000,0.826914,0.562769,533.320,0.005848,0.132142,-165.166,2.174,7.6,2418081,1999545,14142,3553048,107021,0.680565,1826113,1644289,129372,137,457179136,369878080,115.18,60258,0,5
C-tau,python,tau{2|8|32|128},tau{2|8|32|128},counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,138.87,474005,0,6
C-tau,python,tau{4|16|64|256},tau{4|16|64|256},counts-eu,32,0.250,0.2000,1.0000,0.839637,0.424364,404.101,0.006158,0.103335,-122.463,1.666,5.8,1795758,1507785,11059,3553048,107021,0.505413,1196755,1129630,86712,137,457179136,369878080,142.42,653500,1,8
C-tau,python,tau{2|4|8|16|32|64},tau{2|4|8|16|32|64},counts-eu,32,0.250,0.2000,1.0000,0.846414,0.490005,467.776,0.007037,0.135254,-139.637,1.524,5.3,2056926,1741010,14475,3553048,107021,0.578919,1339584,1274251,96345,201,457179136,554817120,162.91,377943,0,7
C-tau,python,tau{1|4|16|64|256|1024},tau{1|4|16|64|256|1024},counts-eu,32,0.250,0.2000,1.0000,0.839959,0.351969,335.203,0.005681,0.079031,-101.782,1.591,5.5,1488835,1250561,8458,3553048,107021,0.419030,988530,935223,72038,201,457179136,554817120,171.67,1017007,56,0
C-heads,python,heads-1,heads-1,counts-eu,32,0.250,0.2000,1.0000,0.800783,0.593526,556.612,0.000897,0.022080,-184.464,3.714,13.5,2633456,2108827,2363,3553048,107021,0.741182,2533763,2064690,46352,25,457179136,46234760,49.59,2782,0,8
C-heads,python,heads-2,heads-2,counts-eu,32,0.250,0.2000,1.0000,0.795184,0.581048,543.633,0.002173,0.052709,-180.693,3.181,11.3,2596242,2064491,5641,3553048,107021,0.730708,2247814,1886430,95108,41,457179136,92469520,69.57,29789,0,6
C-heads,python,heads-4,heads-4,counts-eu,32,0.250,0.2000,1.0000,0.821582,0.522834,494.449,0.005577,0.117818,-154.658,2.048,7.2,2261071,1857656,12609,3553048,107021,0.636375,1616884,1477944,115390,73,457179136,184939040,101.94,210923,0,5
C-heads,python,heads-8,heads-8,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,140.87,474005,0,6
C-heads,python,heads-16,heads-16,counts-eu,32,0.250,0.2000,1.0000,0.842891,0.398665,380.088,0.006502,0.102101,-114.399,1.454,5.0,1680497,1416475,10927,3553048,107021,0.472973,1073398,1025109,75701,265,457179136,739756160,210.32,762459,2,6
C-heads,python,heads-32,heads-32,counts-eu,32,0.250,0.2000,1.0000,0.842450,0.332899,317.335,0.006505,0.085338,-95.576,1.354,4.6,1404009,1182807,9133,3553048,107021,0.395156,874593,840429,60163,521,457179136,1479512320,346.57,1082163,64,7
C-heads,python,heads-64,heads-64,counts-eu,32,0.250,0.2000,1.0000,0.842510,0.271954,259.245,0.006524,0.069912,-78.065,1.265,4.2,1146887,966264,7482,3553048,107021,0.322790,706082,679123,46488,1033,457179136,2959024640,585.71,1424272,665,3
C-quant,python,quant-sign,quant-sign,counts-eu,32,0.250,0.2000,1.0000,0.834218,0.505610,480.490,0.006799,0.136805,-146.371,1.898,6.8,2153460,1796455,14641,3553048,107021,0.606088,1495391,1390611,112312,137,457179136,369878080,114.22,320338,0,7
C-quant,python,quant-ternary,quant-ternary,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,140.76,474005,0,6
C-quant,python,quant-2-bit,quant-2-bit,counts-eu,32,0.250,0.2000,1.0000,0.843226,0.462865,441.351,0.006739,0.122817,-132.606,1.611,5.6,1950345,1644581,13144,3553048,107021,0.548922,1274297,1215909,95262,137,457179136,369878080,131.23,487779,0,7
C-quant,python,quant-3-bit,quant-3-bit,counts-eu,32,0.250,0.2000,1.0000,0.845770,0.396007,377.954,0.006611,0.102765,-113.186,1.353,4.6,1663611,1407033,10998,3553048,107021,0.468221,1028420,995772,67207,137,457179136,369878080,141.12,775714,6,11
C-quant,python,quant-int8,quant-int8,counts-eu,32,0.250,0.2000,1.0000,0.876361,0.153871,148.444,0.006271,0.036554,-42.518,1.159,3.7,623841,546710,3912,3553048,107021,0.175579,402544,392514,23496,137,457179136,369878080,157.67,2347921,22497,0
C-quant,python,quant-float,quant-float,counts-eu,32,0.250,0.2000,1.0000,0.931912,0.053788,52.805,0.005656,0.010839,-14.021,1.062,2.7,205074,191111,1160,3553048,107021,0.057718,171662,166349,5512,137,457179136,369878080,154.00,3349308,245396,0
C-thresh,python,ternary-thresh-0.05,ternary-thresh-0.05,counts-eu,32,0.250,0.2000,1.0000,0.839029,0.449152,427.609,0.006768,0.120275,-129.302,1.681,5.8,1902030,1595858,12872,3553048,107021,0.535323,1277881,1201517,93197,137,457179136,369878080,148.16,537946,0,8
C-thresh,python,ternary-thresh-0.10,ternary-thresh-0.10,counts-eu,32,0.250,0.2000,1.0000,0.840399,0.448459,427.167,0.006694,0.118584,-128.942,1.636,5.7,1896000,1593396,12691,3553048,107021,0.533626,1263841,1191553,93718,137,457179136,369878080,149.01,537139,1,7
C-thresh,python,ternary-thresh-0.20,ternary-thresh-0.20,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,134.25,474005,0,6
C-thresh,python,ternary-thresh-0.35,ternary-thresh-0.35,counts-eu,32,0.250,0.2000,1.0000,0.839495,0.501895,477.906,0.006865,0.136254,-144.333,1.702,5.9,2124203,1783258,14582,3553048,107021,0.597854,1435356,1352163,106689,137,457179136,369878080,137.19,337099,0,7
C-thresh,python,ternary-thresh-0.50,ternary-thresh-0.50,counts-eu,32,0.250,0.2000,1.0000,0.839023,0.530305,504.868,0.006830,0.143327,-152.616,1.802,6.3,2245706,1884198,15339,3553048,107021,0.632051,1540130,1445966,115333,137,457179136,369878080,127.00,223427,0,8
C-int,python,integer-q8.8-shift,integer-q8.8-shift,counts-eu,32,0.250,0.2000,1.0000,0.840382,0.469193,446.914,0.006782,0.125704,-134.845,1.693,5.9,1983702,1667067,13453,3553048,107021,0.558310,1332545,1257044,100977,73,457179136,369878080,141.70,446374,1,8
C-tau,sort,tau{1|2|4|8},tau{1|2|4|8},counts-eu,32,0.250,0.2000,1.0000,0.999828,0.172295,172.288,0.000359,0.006270,-43.004,1.000,3.3,518791,518702,186,3010544,29667,0.172325,172839,172839,0,137,457179136,391578272,66.49,7581,0,0
C-tau,sort,tau{2|8|32|128},tau{2|8|32|128},counts-eu,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,66.87,23259,0,0
C-tau,sort,tau{4|16|64|256},tau{4|16|64|256},counts-eu,32,0.250,0.2000,1.0000,0.881425,0.194458,187.918,0.000280,0.006270,-55.077,1.350,5.4,664179,585424,186,3010544,29667,0.220618,183826,181475,155418,137,457179136,391578272,68.04,29026,0,0
C-tau,sort,tau{2|4|8|16|32|64},tau{2|4|8|16|32|64},counts-eu,32,0.250,0.2000,1.0000,0.926616,0.191593,187.799,0.000299,0.006270,-51.614,1.291,5.1,622478,576798,186,3010544,29667,0.206766,172836,172836,116453,201,457179136,587367408,83.78,20815,0,0
C-tau,sort,tau{1|4|16|64|256|1024},tau{1|4|16|64|256|1024},counts-eu,32,0.250,0.2000,1.0000,0.934046,0.191554,188.172,0.000301,0.006270,-51.193,1.179,4.6,617401,576681,186,3010544,29667,0.205080,172830,172830,86802,201,457179136,587367408,85.52,44149,0,0
C-heads,sort,heads-1,heads-1,counts-eu,32,0.250,0.2000,1.0000,0.825608,0.066459,62.949,0.000768,0.006270,-20.047,2.588,9.5,242339,200077,186,3010544,29667,0.080497,172928,130755,0,25,457179136,48947284,27.90,1287,0,0
C-heads,sort,heads-2,heads-2,counts-eu,32,0.250,0.2000,1.0000,0.922943,0.137878,135.000,0.000414,0.006270,-37.270,1.002,3.2,449744,415088,186,3010544,29667,0.149390,172928,138361,0,41,457179136,97894568,34.31,6194,0,0
C-heads,sort,heads-4,heads-4,counts-eu,32,0.250,0.2000,1.0000,0.999808,0.167710,167.702,0.000368,0.006270,-41.858,1.052,3.6,504995,504898,186,3010544,29667,0.167742,159040,159038,0,73,457179136,195789136,44.28,16070,0,0
C-heads,sort,heads-8,heads-8,counts-eu,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,73.01,23259,0,0
C-heads,sort,heads-16,heads-16,counts-eu,32,0.250,0.2000,1.0000,0.939821,0.189259,186.229,0.000307,0.006270,-50.267,1.249,4.8,606256,569772,186,3010544,29667,0.201378,172829,172829,80569,265,457179136,783156544,117.74,31257,0,0
C-heads,sort,heads-32,heads-32,counts-eu,32,0.250,0.2000,1.0000,0.944169,0.189237,186.440,0.000307,0.006236,-50.030,1.180,4.6,603395,569707,185,3010544,29667,0.200427,172805,172805,62865,521,457179136,1566313088,206.00,43436,0,0
C-heads,sort,heads-64,heads-64,counts-eu,32,0.250,0.2000,1.0000,0.974267,0.189850,188.597,0.000302,0.005966,-48.643,1.000,3.9,586649,571553,177,3010544,29667,0.194865,172748,172748,20837,1033,457179136,3132626176,402.96,59362,0,0
C-quant,sort,quant-sign,quant-sign,counts-eu,32,0.250,0.2000,1.0000,0.963798,0.183776,182.051,0.000324,0.006270,-47.593,1.198,4.4,574049,553267,186,3010544,29667,0.190679,172836,172836,51390,137,457179136,391578272,63.41,17224,0,0
C-quant,sort,quant-ternary,quant-ternary,counts-eu,32,0.250,0.2000,1.0000,0.976994,0.177807,176.760,0.000339,0.006270,-45.421,1.000,3.6,547901,535296,186,3010544,29667,0.181994,172837,172837,15050,137,457179136,391578272,67.94,23259,0,0
C-quant,sort,quant-2-bit,quant-2-bit,counts-eu,32,0.250,0.2000,1.0000,0.933119,0.192600,189.149,0.000299,0.006270,-51.524,1.167,4.6,621391,579832,186,3010544,29667,0.206405,172824,172824,99774,137,457179136,391578272,77.12,23759,0,0
