phase,trace,config,context,learner,window,waste,eval_begin,eval_end,accuracy,coverage,net_per_1k,strict_acc,strict_cov,strict_net_per_1k,mean_lead_data,mean_lead_total,issued,useful,useful_miss,scored_refs,scored_misses,action_rate,self_issued,self_useful,dedup_suppressed,state_bytes,table_bytes,update_ops,ns_per_ref,inserts,evictions,unresolved
A-roll,python,roll-0.80-0.90-explicit4,explicit-4,counts-eu,32,0.250,0.8000,0.9000,0.835068,0.633957,602.654,0.005834,0.189317,-184.256,2.028,6.7,337170,281560,1967,444131,10390,0.759168,262256,240849,16342,41,457179136,0,43.24,84622,0,0
A-roll,python,roll-0.90-1.00,bitty-4x8-ternary,counts-eu,32,0.250,0.9000,1.0000,0.858283,0.475596,455.964,0.006639,0.101921,-133.932,1.519,5.0,246104,211227,1634,444131,16032,0.554125,156758,149942,9627,137,457179136,369878080,125.72,474005,0,6
A-roll,python,roll-0.90-1.00-explicit4,explicit-4,counts-eu,32,0.250,0.9000,1.0000,0.824055,0.593406,561.731,0.006841,0.136477,-173.868,2.086,7.0,319821,263550,2188,444131,16032,0.720105,229077,207849,16201,41,457179136,0,44.01,84622,0,5
B,python,type+delta,type+delta,counts-eu,32,0.100,0.2000,1.0000,0.758220,0.652567,631.758,0.000168,0.004793,-85.907,4.346,15.8,3057954,2318601,513,3553048,107021,0.860657,3032963,2307396,8677,9,457179136,0,33.87,54,0,9
B,python,pc-only,pc-only,counts-eu,32,0.100,0.2000,1.0000,0.788396,0.592511,576.608,0.005987,0.149373,-70.205,2.448,8.7,2670256,2105220,15986,3553048,107021,0.751540,1991791,1770315,165914,17,457179136,0,41.27,32970,0,7
B,python,explicit-1,explicit-1,counts-eu,32,0.100,0.2000,1.0000,0.788396,0.592511,576.608,0.005987,0.149373,-70.205,2.448,8.7,2670256,2105220,15986,3553048,107021,0.751540,1991791,1770315,165914,17,457179136,0,46.38,32970,0,7
B,python,explicit-2,explicit-2,counts-eu,32,0.100,0.2000,1.0000,0.784762,0.589121,572.963,0.006136,0.152923,-70.003,2.309,8.3,2667271,2093174,16366,3553048,107021,0.750699,1935462,1733126,160947,25,457179136,0,49.94,49210,0,5
B,python,explicit-4,explicit-4,counts-eu,32,0.100,0.2000,1.0000,0.779341,0.581607,565.139,0.006380,0.158081,-69.390,2.266,8.1,2651568,2066476,16918,3553048,107021,0.746280,1881121,1686343,159463,41,457179136,0,55.99,84622,0,6
B,python,explicit-8,explicit-8,counts-eu,32,0.100,0.2000,1.0000,0.777511,0.560734,544.688,0.006511,0.155885,-66.954,2.241,8.0,2562426,1992315,16683,3553048,107021,0.721191,1793121,1613707,153035,73,457179136,0,67.88,161518,0,6
B,python,explicit-16,explicit-16,counts-eu,32,0.100,0.2000,1.0000,0.773855,0.512279,497.308,0.006673,0.146663,-61.339,2.230,8.0,2352057,1820151,15696,3553048,107021,0.661983,1631365,1469467,139744,137,457179136,0,86.69,329404,0,6
B,python,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,0.100,0.2000,1.0000,0.773741,0.585112,568.002,0.005235,0.131432,-71.266,2.662,9.5,2686856,2078931,14066,3553048,107021,0.756212,2026793,1763871,156803,41,457179136,92469520,81.20,38116,0,5
B,python,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,0.100,0.2000,1.0000,0.762311,0.579891,561.810,0.005589,0.141159,-71.393,2.531,9.1,2702808,2060381,15107,3553048,107021,0.760701,1943410,1711356,159051,41,457179136,92469520,91.22,73353,0,6
B,python,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,0.100,0.2000,1.0000,0.781611,0.467873,454.800,0.006300,0.125200,-55.712,1.665,5.8,2126857,1662375,13399,3553048,107021,0.598601,1314882,1238573,118405,137,457179136,369878080,140.34,474005,0,7
B,python,random-matched,random-matched,counts-eu,32,0.100,0.2000,1.0000,0.676626,0.049217,46.865,0.001962,0.004737,-7.117,4.397,15.4,258444,174870,507,3553048,107021,0.072739,223574,171255,625,8,457179136,0,99.06,1033269,113,2
B,python,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,0.100,0.2000,1.0000,0.857880,0.049651,48.828,0.005573,0.010708,-5.433,1.841,5.9,205636,176411,1146,3553048,107021,0.057876,174026,157506,4239,137,457179136,369878080,183.34,3495896,335653,0
B,python,bitty-no-delta,bitty-no-delta,counts-eu,32,0.100,0.2000,1.0000,0.770966,0.483441,469.079,0.006393,0.133086,-58.296,1.930,6.8,2227970,1717689,14243,3553048,107021,0.627059,1448872,1337144,122581,137,457179136,369878080,139.24,383952,0,10
B,python,bitty-no-type,bitty-no-type,counts-eu,32,0.100,0.2000,1.0000,0.783560,0.473244,460.172,0.006175,0.123807,-56.295,1.736,6.2,2145922,1681459,13250,3553048,107021,0.603967,1346514,1263220,120217,137,457179136,369878080,139.06,467670,0,7
B,python,bitty-instr-only,bitty-instr-only,counts-eu,32,0.100,0.2000,1.0000,0.781611,0.467873,454.800,0.006300,0.125200,-55.712,1.665,5.8,2126857,1662375,13399,3553048,107021,0.598601,1314882,1238573,118405,137,457179136,369878080,138.82,474005,0,7
B,python,bitty-data-only,bitty-data-only,counts-eu,32,0.100,0.2000,1.0000,0.916649,0.087768,86.970,0.000409,0.001299,-9.532,1.912,6.9,340200,311844,139,3553048,107021,0.095749,247987,232903,9154,137,457179136,142121920,129.43,2972616,106841,0
B,python,bitty-instr+data,bitty-instr+data,counts-eu,32,0.100,0.2000,1.0000,0.882650,0.237839,234.677,0.003410,0.030508,-25.935,1.376,4.8,957407,845055,3265,3553048,107021,0.269461,571167,549936,32233,137,457179136,512000000,170.64,1936603,5957,1
B,python,type+delta,type+delta,counts-eu,32,0.250,0.2000,1.0000,0.798696,0.551899,517.124,0.000143,0.003270,-172.627,3.789,13.7,2455155,1960923,350,3553048,107021,0.691000,2431111,1950028,7174,9,457179136,0,31.92,54,0,9
B,python,pc-only,pc-only,counts-eu,32,0.250,0.2000,1.0000,0.822353,0.584322,552.765,0.006023,0.142075,-172.288,2.385,8.5,2524616,2076125,15205,3553048,107021,0.710549,1965543,1749657,135965,17,457179136,0,40.42,32970,0,5
B,python,explicit-1,explicit-1,counts-eu,32,0.250,0.2000,1.0000,0.822353,0.584322,552.765,0.006023,0.142075,-172.288,2.385,8.5,2524616,2076125,15205,3553048,107021,0.710549,1965543,1749657,135965,17,457179136,0,45.23,32970,0,5
B,python,explicit-2,explicit-2,counts-eu,32,0.250,0.2000,1.0000,0.821690,0.582903,551.280,0.006265,0.147541,-171.794,2.277,8.1,2520515,2071083,15790,3553048,107021,0.709395,1917221,1719335,132844,25,457179136,0,48.42,49210,0,5
B,python,explicit-4,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.818582,0.575923,544.014,0.006557,0.153166,-170.124,2.234,8.0,2499790,2046283,16392,3553048,107021,0.703562,1866628,1675613,134275,41,457179136,0,56.36,84622,0,5
B,python,explicit-8,explicit-8,counts-eu,32,0.250,0.2000,1.0000,0.817639,0.556250,525.234,0.006741,0.152250,-164.346,2.214,7.9,2417183,1976383,16294,3553048,107021,0.680313,1783332,1606223,128282,73,457179136,0,67.46,161518,0,5
B,python,explicit-16,explicit-16,counts-eu,32,0.250,0.2000,1.0000,0.816974,0.508785,480.289,0.006899,0.142645,-150.321,2.203,7.9,2212724,1807737,15266,3553048,107021,0.622768,1623264,1464086,115451,137,457179136,0,87.84,329404,0,5
B,python,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,0.250,0.2000,1.0000,0.813772,0.567527,535.058,0.005411,0.125284,-169.634,2.565,9.1,2477904,2016450,13408,3553048,107021,0.697402,1949781,1712954,132386,41,457179136,92469520,79.49,38116,0,5
B,python,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,0.250,0.2000,1.0000,0.805323,0.566011,531.804,0.005817,0.135730,-170.599,2.430,8.7,2497215,2011064,14526,3553048,107021,0.702837,1877295,1670073,132838,41,457179136,92469520,88.59,73353,0,6
B,python,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,136.21,474005,0,6
B,python,random-matched,random-matched,counts-eu,32,0.250,0.2000,1.0000,0.681508,0.049140,43.399,0.001944,0.004653,-17.851,4.395,15.4,256192,174597,498,3553048,107021,0.072105,223329,171058,613,8,457179136,0,98.08,1033269,113,2
B,python,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,0.250,0.2000,1.0000,0.896110,0.048371,46.969,0.004932,0.008839,-13.162,1.670,5.3,191790,171865,946,3553048,107021,0.053979,166241,153764,3226,137,457179136,369878080,181.48,3495896,335653,0
B,python,bitty-no-delta,bitty-no-delta,counts-eu,32,0.250,0.2000,1.0000,0.822983,0.479385,453.607,0.006730,0.130143,-140.724,1.892,6.6,2069637,1703277,13928,3553048,107021,0.582496,1437496,1329912,100384,137,457179136,369878080,136.25,383952,0,8
B,python,bitty-no-type,bitty-no-type,counts-eu,32,0.250,0.2000,1.0000,0.839202,0.469943,447.432,0.006520,0.121219,-135.433,1.703,6.0,1989665,1669730,12973,3553048,107021,0.559988,1338398,1258096,98859,137,457179136,369878080,137.70,467670,0,6
B,python,bitty-instr-only,bitty-instr-only,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,138.49,474005,0,6
B,python,bitty-data-only,bitty-data-only,counts-eu,32,0.250,0.2000,1.0000,0.927231,0.087634,85.914,0.000414,0.001299,-23.579,1.909,6.9,335803,311367,139,3553048,107021,0.094511,247666,232599,8827,137,457179136,142121920,127.72,2972616,106841,0
B,python,bitty-instr+data,bitty-instr+data,counts-eu,32,0.250,0.2000,1.0000,0.911669,0.237297,231.549,0.003499,0.030237,-63.934,1.362,4.8,924818,843128,3236,3553048,107021,0.260289,570638,549535,27335,137,457179136,512000000,171.25,1936603,5957,1
B,python,type+delta,type+delta,counts-eu,32,1.000,0.2000,1.0000,0.827383,0.433850,343.336,0.000005,0.000084,-524.360,3.388,12.3,1863093,1541491,9,3553048,107021,0.524365,1849329,1535551,1267,9,457179136,0,30.03,54,0,3
B,python,pc-only,pc-only,counts-eu,32,1.000,0.2000,1.0000,0.897110,0.492411,435.936,0.006185,0.112707,-542.096,2.137,7.6,1950217,1749559,12062,3553048,107021,0.548886,1631117,1500885,63437,17,457179136,0,38.20,32970,0,3
B,python,explicit-1,explicit-1,counts-eu,32,1.000,0.2000,1.0000,0.897110,0.492411,435.936,0.006185,0.112707,-542.096,2.137,7.6,1950217,1749559,12062,3553048,107021,0.548886,1631117,1500885,63437,17,457179136,0,42.63,32970,0,3
B,python,explicit-2,explicit-2,counts-eu,32,1.000,0.2000,1.0000,0.898779,0.496653,440.720,0.006462,0.118556,-545.445,2.060,7.3,1963367,1764633,12688,3553048,107021,0.552587,1612861,1490852,62618,25,457179136,0,46.18,49210,0,2
B,python,explicit-4,explicit-4,counts-eu,32,1.000,0.2000,1.0000,0.899523,0.492356,437.360,0.006727,0.122238,-539.989,2.031,7.2,1944771,1749366,13082,3553048,107021,0.547353,1578392,1460875,62332,41,457179136,0,52.55,84622,0,2
B,python,explicit-8,explicit-8,counts-eu,32,1.000,0.2000,1.0000,0.897918,0.474741,420.769,0.006953,0.122051,-521.360,2.014,7.2,1878541,1686776,13062,3553048,107021,0.528713,1512418,1400115,61408,73,457179136,0,62.64,161518,0,2
B,python,explicit-16,explicit-16,counts-eu,32,1.000,0.2000,1.0000,0.897442,0.434699,385.022,0.007069,0.113679,-477.528,2.022,7.3,1721011,1544507,12166,3553048,107021,0.484376,1384267,1281028,54820,137,457179136,0,83.31,329404,0,2
B,python,bitty-1x8-tau8,bitty-1x8-tau8,counts-eu,32,1.000,0.2000,1.0000,0.896932,0.477037,422.220,0.005515,0.097373,-525.989,2.171,7.6,1889705,1694937,10421,3553048,107021,0.531855,1557111,1436199,59310,41,457179136,92469520,76.92,38116,0,3
B,python,bitty-1x8-tau32,bitty-1x8-tau32,counts-eu,32,1.000,0.2000,1.0000,0.889423,0.474931,415.885,0.006176,0.109493,-527.381,2.075,7.3,1897245,1687453,11718,3553048,107021,0.533977,1524897,1403871,63471,41,457179136,92469520,86.85,73353,0,5
B,python,bitty-4x8-ternary,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.926186,0.433052,398.539,0.006874,0.106699,-461.137,1.524,5.2,1661280,1538654,11419,3553048,107021,0.467565,1209721,1161755,55094,137,457179136,369878080,136.37,474005,0,4
B,python,random-matched,random-matched,counts-eu,32,1.000,0.2000,1.0000,0.766344,0.014536,10.104,0.000059,0.000037,-18.966,4.254,15.0,67394,51647,4,3553048,107021,0.018968,67351,51623,0,8,457179136,0,93.10,1033269,113,0
B,python,bitty-shuffled-instr,bitty-shuffled-instr,counts-eu,32,1.000,0.2000,1.0000,0.951112,0.043011,40.800,0.003983,0.005980,-44.861,1.339,4.0,160675,152820,640,3553048,107021,0.045222,142058,136542,1424,137,457179136,369878080,174.92,3495896,335653,0
B,python,bitty-no-delta,bitty-no-delta,counts-eu,32,1.000,0.2000,1.0000,0.915617,0.421229,382.409,0.006184,0.094458,-454.359,1.686,5.8,1634579,1496648,10109,3553048,107021,0.460050,1241328,1182465,51412,137,457179136,369878080,131.28,383952,0,6
B,python,bitty-no-type,bitty-no-type,counts-eu,32,1.000,0.2000,1.0000,0.923455,0.432994,397.104,0.006806,0.105951,-462.502,1.586,5.5,1665970,1538449,11339,3553048,107021,0.468885,1222842,1168870,56034,137,457179136,369878080,137.51,467670,0,4
B,python,bitty-instr-only,bitty-instr-only,counts-eu,32,1.000,0.2000,1.0000,0.926186,0.433052,398.539,0.006874,0.106699,-461.137,1.524,5.2,1661280,1538654,11419,3553048,107021,0.467565,1209721,1161755,55094,137,457179136,369878080,140.31,474005,0,4
B,python,bitty-data-only,bitty-data-only,counts-eu,32,1.000,0.2000,1.0000,0.948560,0.083076,78.571,0.000408,0.001187,-87.510,1.781,6.3,311180,295173,127,3553048,107021,0.087581,232168,219377,6155,137,457179136,142121920,132.40,2972616,106841,0
B,python,bitty-instr+data,bitty-instr+data,counts-eu,32,1.000,0.2000,1.0000,0.961118,0.228308,219.072,0.003199,0.025229,-236.024,1.291,4.4,844006,811189,2700,3553048,107021,0.237544,542986,528854,17423,137,457179136,512000000,173.46,1936603,5957,1
D,python,counts-eu,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,139.23,474005,0,6
D,python,decay-0.99,bitty-4x8-ternary,decay-0.99,32,0.250,0.2000,1.0000,0.844730,0.459446,438.333,0.006722,0.121378,-131.404,1.630,5.7,1932489,1632432,12990,3553048,107021,0.543896,1278244,1205582,93663,137,457179136,369878080,145.07,474005,0,7
D,python,decay-0.999,bitty-4x8-ternary,decay-0.999,32,0.250,0.2000,1.0000,0.842345,0.453507,432.287,0.006542,0.116940,-130.194,1.649,5.8,1912911,1611331,12515,3553048,107021,0.538386,1277359,1204356,93877,137,457179136,369878080,141.51,474005,0,6
D,python,bandit,bitty-4x8-ternary,bandit,32,0.250,0.2000,1.0000,0.913331,0.449005,438.354,0.008062,0.131582,-117.949,1.748,6.1,1746724,1595338,14082,3553048,107021,0.491613,1257828,1201788,73149,137,591396864,369878080,144.23,474005,0,5
D,python,topk-1,bitty-4x8-ternary,topk-1,32,0.250,0.2000,1.0000,0.857649,0.430501,412.638,0.007894,0.131554,-120.536,1.638,5.7,1783470,1529591,14079,3553048,107021,0.501955,1216529,1156753,85000,137,104857600,369878080,125.67,474005,0,4
D,python,topk-2,bitty-4x8-ternary,topk-2,32,0.250,0.2000,1.0000,0.849998,0.456347,436.214,0.006756,0.120416,-129.686,1.636,5.7,1907560,1621423,12887,3553048,107021,0.536880,1298714,1227290,86190,137,155189248,369878080,127.82,474005,0,4
D,python,topk-4,bitty-4x8-ternary,topk-4,32,0.250,0.2000,1.0000,0.843326,0.461927,440.473,0.006738,0.122527,-132.323,1.632,5.7,1946164,1641250,13113,3553048,107021,0.547745,1302577,1229462,93241,137,255852544,369878080,130.78,474005,0,6
D,python,topk-8,bitty-4x8-ternary,topk-8,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,138.71,474005,0,6
D,python,fixed-conf-0.25,bitty-4x8-ternary,fixed-conf-0.25,32,0.250,0.2000,1.0000,0.861250,0.462835,444.194,0.006785,0.121051,-129.792,1.620,5.6,1909405,1644475,12955,3553048,107021,0.537399,1304112,1231119,89502,137,457179136,369878080,138.46,474005,0,6
D,python,fixed-conf-0.50,bitty-4x8-ternary,fixed-conf-0.50,32,0.250,0.2000,1.0000,0.926186,0.433052,424.424,0.006874,0.106699,-112.874,1.524,5.2,1661280,1538654,11419,3553048,107021,0.467565,1209721,1161755,55094,137,457179136,369878080,137.88,474005,0,4
D,python,fixed-conf-0.75,bitty-4x8-ternary,fixed-conf-0.75,32,0.250,0.2000,1.0000,0.970614,0.365416,362.651,0.006538,0.081713,-91.043,1.239,4.1,1337650,1298342,8745,3553048,107021,0.376480,998433,980013,14470,137,457179136,369878080,134.25,474005,0,3
D,python,fixed-conf-0.90,bitty-4x8-ternary,fixed-conf-0.90,32,0.250,0.2000,1.0000,0.987857,0.287868,286.984,0.005353,0.051784,-70.902,1.087,3.5,1035383,1022810,5542,3553048,107021,0.291407,795250,787950,1917,137,457179136,369878080,131.78,474005,0,0
D,python,no-gate,bitty-4x8-ternary,no-gate,32,0.250,0.2000,1.0000,0.702243,0.469828,420.025,0.005754,0.127807,-162.448,1.697,6.0,2377130,1669322,13678,3553048,107021,0.669040,1318543,1241054,182832,137,457179136,369878080,142.86,474005,0,7
D,python,min-evidence-1,bitty-4x8-ternary,min-evidence-1,32,0.250,0.2000,1.0000,0.808430,0.578008,543.766,0.008311,0.197270,-171.317,1.607,5.6,2540345,2053691,21112,3553048,107021,0.714976,1562079,1477996,140709,137,457179136,369878080,143.61,474005,0,7
D,python,min-evidence-2,bitty-4x8-ternary,min-evidence-2,32,0.250,0.2000,1.0000,0.815021,0.541763,511.023,0.007806,0.172265,-159.695,1.611,5.6,2361792,1924910,18436,3553048,107021,0.664723,1482856,1402265,126106,137,457179136,369878080,139.92,474005,0,7
D,python,min-evidence-6,bitty-4x8-ternary,min-evidence-6,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,138.36,474005,0,6
D,python,min-evidence-16,bitty-4x8-ternary,min-evidence-16,32,0.250,0.2000,1.0000,0.863569,0.383000,367.873,0.005593,0.082348,-107.776,1.649,5.8,1575805,1360816,8813,3553048,107021,0.443508,1106418,1040930,73556,137,457179136,369878080,136.67,474005,0,4
D,python,min-evidence-64,bitty-4x8-ternary,min-evidence-64,32,0.250,0.2000,1.0000,0.881009,0.256531,247.869,0.004100,0.039637,-71.302,1.673,5.9,1034571,911466,4242,3553048,107021,0.291178,778724,728643,47336,137,457179136,369878080,131.16,474005,0,4
D,python,absolute-line-outcome,bitty-4x8-ternary,absolute-line-outcome,32,0.250,0.2000,1.0000,0.765744,0.275416,254.352,0.005770,0.068902,-87.323,1.516,5.5,1277927,978565,7374,3553048,107021,0.359671,471186,453868,524367,137,457179136,369878080,136.24,474005,0,9
D,python,slots-2^14,bitty-4x8-ternary,slots-2^14,32,0.250,0.2000,1.0000,0.867895,0.331247,318.642,0.005090,0.064501,-92.988,1.620,5.7,1356081,1176936,6903,3553048,107021,0.381667,958253,901947,62175,137,1785856,369878080,104.01,16384,1391730,4
D,python,slots-2^16,bitty-4x8-ternary,slots-2^16,32,0.250,0.2000,1.0000,0.851051,0.432558,413.632,0.006082,0.102625,-123.202,1.627,5.7,1805885,1536901,10983,3553048,107021,0.508264,1225289,1155513,84860,137,7143424,369878080,116.78,65536,749911,4
D,python,slots-2^18,bitty-4x8-ternary,slots-2^18,32,0.250,0.2000,1.0000,0.839764,0.463672,441.554,0.006650,0.121892,-133.447,1.631,5.7,1961801,1647449,13045,3553048,107021,0.552146,1305526,1231503,96182,137,28573696,369878080,132.58,261687,249663,6
D,python,slots-2^20,bitty-4x8-ternary,slots-2^20,32,0.250,0.2000,1.0000,0.839461,0.464594,442.381,0.006678,0.122696,-133.741,1.631,5.7,1966410,1650724,13131,3553048,107021,0.553443,1307712,1233641,96672,137,114294784,369878080,132.85,472781,1278,6
D,python,slots-2^22,bitty-4x8-ternary,slots-2^22,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,138.64,474005,0,6
E,python,next-line,-,next-line,32,0.250,0.2000,1.0000,0.321187,0.103510,48.819,0.040182,0.429925,-64.381,8.518,31.6,1145053,367776,46011,3553048,107021,0.322273,0,0,2407995,0,0,0,14.95,0,0,10
E,python,last-stride,-,last-stride,32,0.250,0.2000,1.0000,0.164081,0.069505,-19.019,0.009712,0.136590,-100.758,7.336,26.5,1505087,246956,14618,3553048,107021,0.423604,0,0,144111,16,0,0,15.41,0,0,12
E,python,pc-stride,-,pc-stride,32,0.250,0.2000,1.0000,0.774886,0.013616,12.628,0.164972,0.096243,-0.769,4.006,18.1,62435,48380,10300,3553048,107021,0.017572,0,0,39514,0,98304,0,10.74,0,0,0
E,python,delta-markov,-,delta-markov,32,0.250,0.2000,1.0000,0.858264,0.452040,433.377,0.004827,0.084404,-128.495,2.730,10.1,1871358,1606120,9033,3553048,107021,0.526691,1492234,1309705,84461,0,262144,0,21.22,0,0,4
E,python,ghb-gdc,-,ghb-gdc,32,0.250,0.2000,1.0000,0.416719,0.177486,115.380,0.010392,0.146943,-100.946,4.490,16.6,1513293,630618,15726,3553048,107021,0.425914,0,0,144639,0,294912,0,19.02,0,0,9
E,python,spp-lite,-,spp-lite,32,0.250,0.2000,1.0000,0.766307,0.061360,56.682,0.030285,0.080508,-16.987,1.575,6.4,284501,218015,8616,3553048,107021,0.080072,0,0,7828,0,262144,0,14.36,0,0,0
E,python,prepchef-bitty-w0.05,bitty-4x8-ternary,counts-eu,32,0.050,0.2000,1.0000,0.751857,0.468683,460.949,0.006103,0.126312,-27.174,1.674,5.9,2214855,1665254,13518,3553048,107021,0.623368,1316656,1239670,132627,137,457179136,369878080,137.81,474005,0,7
E,python,prepchef-explicit4-w0.05,explicit-4,counts-eu,32,0.050,0.2000,1.0000,0.751360,0.583713,574.055,0.006207,0.160081,-33.781,2.282,8.2,2760272,2073959,17132,3553048,107021,0.776874,1884121,1688407,179739,41,457179136,0,56.63,84622,0,6
E,python,prepchef-bitty-w0.10,bitty-4x8-ternary,counts-eu,32,0.100,0.2000,1.0000,0.781611,0.467873,454.800,0.006300,0.125200,-55.712,1.665,5.8,2126857,1662375,13399,3553048,107021,0.598601,1314882,1238573,118405,137,457179136,369878080,137.42,474005,0,7
E,python,prepchef-explicit4-w0.10,explicit-4,counts-eu,32,0.100,0.2000,1.0000,0.779341,0.581607,565.139,0.006380,0.158081,-69.390,2.266,8.1,2651568,2066476,16918,3553048,107021,0.746280,1881121,1686343,159463,41,457179136,0,55.56,84622,0,6
E,python,prepchef-bitty-w0.25,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.839461,0.464595,442.383,0.006678,0.122696,-133.742,1.631,5.7,1966417,1650730,13131,3553048,107021,0.553445,1307715,1233644,96674,137,457179136,369878080,135.01,474005,0,6
E,python,prepchef-explicit4-w0.25,explicit-4,counts-eu,32,0.250,0.2000,1.0000,0.818582,0.575923,544.014,0.006557,0.153166,-170.124,2.234,8.0,2499790,2046283,16392,3553048,107021,0.703562,1866628,1675613,134275,41,457179136,0,55.41,84622,0,5
E,python,prepchef-bitty-w0.50,bitty-4x8-ternary,counts-eu,32,0.500,0.2000,1.0000,0.879384,0.459710,428.184,0.006829,0.118519,-256.027,1.608,5.6,1857405,1633373,12684,3553048,107021,0.522764,1297575,1226444,79062,137,457179136,369878080,134.91,474005,0,5
E,python,prepchef-explicit4-w0.50,explicit-4,counts-eu,32,0.500,0.2000,1.0000,0.853246,0.562686,514.297,0.006659,0.145794,-323.146,2.184,7.8,2343112,1999251,15603,3553048,107021,0.659465,1827851,1647653,104603,41,457179136,0,53.22,84622,0,4
E,python,prepchef-bitty-w1.00,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.926186,0.433052,398.539,0.006874,0.106699,-461.137,1.524,5.2,1661280,1538654,11419,3553048,107021,0.467565,1209721,1161755,55094,137,457179136,369878080,135.67,474005,0,4
E,python,prepchef-explicit4-w1.00,explicit-4,counts-eu,32,1.000,0.2000,1.0000,0.899523,0.492356,437.360,0.006727,0.122238,-539.989,2.031,7.2,1944771,1749366,13082,3553048,107021,0.547353,1578392,1460875,62332,41,457179136,0,51.94,84622,0,2
E,python,prepchef-bitty-w2.00,bitty-4x8-ternary,counts-eu,32,2.000,0.2000,1.0000,0.956730,0.390997,355.630,0.006836,0.092748,-808.980,1.337,4.5,1452061,1389231,9926,3553048,107021,0.408680,1076271,1049752,22887,137,457179136,369878080,130.68,474005,0,3
E,python,prepchef-explicit4-w2.00,explicit-4,counts-eu,32,2.000,0.2000,1.0000,0.941232,0.423208,370.360,0.007185,0.107250,-889.574,1.755,6.1,1597566,1503680,11478,3553048,107021,0.449633,1313867,1249924,29598,41,457179136,0,49.84,84622,0,2
E,python,prepchef-bitty-w4.00,bitty-4x8-ternary,counts-eu,32,4.000,0.2000,1.0000,0.976477,0.350544,316.767,0.006124,0.072986,-1424.960,1.184,3.9,1275502,1245499,7811,3553048,107021,0.358988,949790,935387,10644,137,457179136,369878080,133.34,474005,0,3
E,python,prepchef-explicit4-w4.00,explicit-4,counts-eu,32,4.000,0.2000,1.0000,0.966178,0.287123,246.919,0.008033,0.079255,-1176.761,1.222,4.1,1055875,1020163,8482,3553048,107021,0.297174,813107,789210,9962,41,457179136,0,47.81,84622,0,1
E-noself,python,prepchef-noself-w0.25,bitty-4x8-ternary,counts-eu,32,0.250,0.2000,1.0000,0.645586,0.126171,108.854,0.018910,0.122696,-44.239,1.500,6.0,694394,448291,13131,3553048,107021,0.195436,0,0,60982,137,457179136,369878080,129.88,474005,0,5
E-noself,python,prepchef-noself-w1.00,bitty-4x8-ternary,counts-eu,32,1.000,0.2000,1.0000,0.838895,0.113082,91.365,0.023842,0.106699,-128.371,1.374,5.5,478948,401787,11419,3553048,107021,0.134799,0,0,27705,137,457179136,369878080,129.79,474005,0,3
C-tau,awkhash,tau{1|2|4|8},tau{1|2|4|8},counts-eu,32,0.250,0.2000,1.0000,0.951810,0.736414,727.093,0.000350,0.016545,-193.086,1.419,5.2,2653735,2525852,928,3429933,56090,0.773699,1434585,1359740,67848,137,457179136,374802688,112.65,9219,0,5
C-tau,awkhash,tau{2|8|32|128},tau{2|8|32|128},counts-eu,32,0.250,0.2000,1.0000,0.972641,0.751899,746.612,0.000356,0.016830,-192.918,1.228,4.6,2651505,2578963,944,3429933,56090,0.773049,1342615,1296723,51250,137,457179136,374802688,122.46,36080,0,2
